192,162.711746
193,164.144638
194,166.731781
195,168.373627
196,168.841293
197,167.876099
198,169.109955
199,169.577637
200,170.64236499999998
201,170.572693
202,170.851318
203,170.453293
204,171.318985
205,170.801559
206,169.050262
207,163.4879
208,158.492706
209,157.61705
210,150.711365
211,149.696396
212,155.895599
213,151.87558
214,157.945419
215,152.68158
216,149.84565700000002
217,137.81541399999998
218,144.65145900000002
219,137.32783500000002
220,123.974167
221,135.258118
222,119.86458600000002
223,125.874733
224,118.62076599999999
225,119.49641399999999
226,114.620636
227,111.35685
228,121.924355
229,123.606003
230,131.110001
231,126.93
232,130.779999
233,128.91000400000001
234,122.959999
235,125.519997
236,123.379997
237,132.009995
238,132.16000400000001
239,136.800003
240,139.360001
241,137.699997
242,141.880005
243,138.550003
244,139.199997
245,143.139999
246,140.820007
247,136.449997
248,139.529999
249,139.550003
250,141.630005
251,144.139999
